,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id_x,lang,public_metrics,text,username,imp_count,like_count,retweet_count,type,negative,neutral,positive
720,720,781801333313662976,2022-12-19 09:40:32+00:00,[1604773669691133958],1604773669691133958,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 584}","#esceoggi #19dicembre La domanda e l'offerta di #credito a livello territoriale. Nel 1° semestre 2022 la domanda di credito delle imprese è tornata a crescere in tutte le aree del Paese, con una ripresa lievemente più intensa nel Mezzogiorno e Nord Ovest
👉https://t.co/FMi7iEL1aC https://t.co/EYVoUBu56Y",bancaditalia,584,3,0,central_bank,0.03946368023753166,0.4771982431411743,0.4833380877971649
721,721,781801333313662976,2022-12-16 13:25:15+00:00,[1603743058285117440],1603743058285117440,it,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @ivassocial: #LuigiFedericoSignorini: l'incidenza delle frodi #rcauto si è ridotta, anche grazie all'introduzione di una banca dati comu…",bancaditalia,0,0,2,central_bank,0.8628877997398376,0.11002052575349808,0.027091696858406067
722,722,781801333313662976,2022-12-16 11:06:09+00:00,[1603708050405302272],1603708050405302272,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 289}","📌#OmaggioAVenezia In mostra 22 opere di alcuni tra i più significativi esponenti dell’#ArteContemporanea,
artisti diversi tra loro ma tutti personalmente o professionalmente legati a #Venezia
📽️Guarda qui il video sulle opere esposte: https://t.co/MaL6Gp9d21
#BiennaleArte2022",bancaditalia,289,1,0,central_bank,0.03414471074938774,0.7836624383926392,0.18219293653964996
723,723,781801333313662976,2022-12-16 11:06:08+00:00,[1603708047196442624],1603708047196442624,it,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 411}","🎨Visita la #mostra Omaggio a Venezia. Opere dalla collezione della Banca d'Italia
📌La mostra è aperta fino all’#8gennaio 2023, presso la Sede #Bankitalia di #Venezia
Ingresso gratuito
info su giorni di apertura/prenotazioni qui 👉 https://t.co/CdxPj7wZxl
#Arte #BiennaleArte2022 https://t.co/khUmZN7qjM",bancaditalia,411,3,2,central_bank,0.015880346298217773,0.9094802141189575,0.0746394470334053
724,724,781801333313662976,2022-12-15 15:47:40+00:00,[1603416507475787777],1603416507475787777,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @Osserv_Digital: ""La Call for Proposals 2022 è dedicata al tema ""Applicazione della tecnologia basata su registri distribuiti (Distribut…",bancaditalia,0,0,1,central_bank,0.013916044495999813,0.8703311681747437,0.11575274169445038
725,725,781801333313662976,2022-12-15 15:47:30+00:00,[1603416468707807232],1603416468707807232,it,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @Osserv_Digital: Interviene Massimo Doria per presentare la “Call for Proposals 2022”, la seconda call lanciata da Milano Hub, il centro…",bancaditalia,0,0,2,central_bank,0.010456032119691372,0.8319237232208252,0.15762023627758026
726,726,781801333313662976,2022-12-15 14:35:51+00:00,[1603398437168418817],1603398437168418817,it,"{'retweet_count': 0, 'reply_count': 7, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📌 Da oggi #15dicembre 🕒 alle 15 parte la 2ª #CallForProposals #FinTech per #MilanoHub.
Saranno selezionati 10 progetti che potranno accedere a servizi di supporto al loro sviluppo.
Per info su come partecipare 
👉https://t.co/FSxhljkmpn
#Bankitalia https://t.co/39PXvbk8CJ",bancaditalia,0,0,0,central_bank,0.014301003888249397,0.860742449760437,0.12495660781860352
727,727,781801333313662976,2022-12-15 14:32:46+00:00,[1603397658051223556],1603397658051223556,it,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#MilanoHub supporta lo sviluppo di progetti innovativi e di ricerca; si affianca al Canale #Fintech, per il dialogo con gli operatori, e alla #Sandbox Regolamentare, dedicata ad attività di sperimentazione. Scopri di più sulle 3 iniziative #Bankitalia https://t.co/LdOSzyv2xx https://t.co/rxTXaAXLXH",bancaditalia,0,2,1,central_bank,0.016777433454990387,0.40930303931236267,0.5739194750785828
728,728,781801333313662976,2022-12-15 14:32:43+00:00,[1603397648660287506],1603397648660287506,it,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Aperte le candidature!
📌 Da oggi #15dicembre 🕒 alle 15 parte la 2ª #CallForProposals #FinTech per #MilanoHub dedicata alla tecnologia #DLT per i servizi bancari finanziari assicurativi e di pagamento 
⏰ C'è tempo fino al 31/1/2023
👉https://t.co/FSxhljkmpn
#Bankitalia https://t.co/roAtMqQ0G7",bancaditalia,0,3,2,central_bank,0.013521491549909115,0.9199244379997253,0.06655407696962357
729,729,781801333313662976,2022-12-15 13:46:52+00:00,[1603386110536712193],1603386110536712193,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Per saperne di più su #MilanoHub, il centro di #innovazione #Bankitalia per l'evoluzione digitale del mercato finanziario italiano, sui suoi obiettivi e servizi e sulle #CallForProposals per presentare #progetti innovativi visita il sito 👇 https://t.co/LdOSzyv2xx
#FinTech",bancaditalia,0,0,1,central_bank,0.009562326595187187,0.7587348222732544,0.2317027896642685
730,730,781801333313662976,2022-12-15 13:46:52+00:00,[1603386107747508226],1603386107747508226,it,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Chi può partecipare?
🔹#FinTech Hub: imprese non bancarie/finanziarie (come #startup o provider di soluzioni tecnologiche) 
🔹#Innovation Hub: intermediari vigilati 
🔹R&amp;D Hub: #università e istituti di ricerca 
https://t.co/FSxhljkmpn
#CallForProposals #MilanoHub",bancaditalia,0,1,0,central_bank,0.02142372727394104,0.9232394099235535,0.05533682182431221
731,731,781801333313662976,2022-12-15 13:46:51+00:00,[1603386105096654848],1603386105096654848,it,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","I progetti presentati alla #CallForProposals saranno selezionati in base ai criteri di #pertinenza #valore #realizzabilità
Approfondisci qui 👉https://t.co/noTl53V61b
#MilanoHub #Bankitalia #Fintech",bancaditalia,0,0,0,central_bank,0.0156355332583189,0.8906216621398926,0.09374283999204636
732,732,781801333313662976,2022-12-15 13:46:50+00:00,[1603386101317750784],1603386101317750784,it,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","La 2a #CallForProposals #MilanoHub è dedicata alla tecnologia #DLT per i servizi bancari finanziari assicurativi e di pagamento con focus su interoperabilità, #sicurezza, #tutelaconsumatori https://t.co/yapFL6kZji
🗓️#15dicembre - #31gennaio
Regolamento 👇 https://t.co/FD45tryWF5",bancaditalia,0,0,0,central_bank,0.013499709777534008,0.7353906035423279,0.25110965967178345
733,733,781801333313662976,2022-12-15 13:46:49+00:00,[1603386096037003267],1603386096037003267,it,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📌  Parte oggi #15dicembre 🕒 alle 15 la 2ª #CallForProposals #FinTech per #MilanoHub 
Saranno selezionati fino a 10 progetti che potranno accedere a servizi di supporto al loro sviluppo
👉https://t.co/yapFL6kZji
Per saperne di più 👉https://t.co/FSxhljkmpn
#Bankitalia https://t.co/V1J8Ro4cgW",bancaditalia,0,2,2,central_bank,0.02465175837278366,0.8339670896530151,0.1413811445236206
734,734,781801333313662976,2022-12-15 12:13:18+00:00,[1603362563869270016],1603362563869270016,en,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 9, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 0}","#SaveTheDate April 26-27, 2023 #Rome
#BankofItaly @suerf_org @ecb and @EIB will host a joint conference on “The use of surveys for monetary and economic policy” 
⏰ The deadline for paper submission is January 27, 2023
#CallForPapers and Info 👇 https://t.co/r9hXVx9nd9",bancaditalia,0,9,6,central_bank,0.042413122951984406,0.8103317618370056,0.14725515246391296
735,735,781801333313662976,2022-12-15 12:11:42+00:00,[1603362160989638656],1603362160989638656,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#SaveTheDate 26-27 aprile 2023 #Roma
#Bankitalia @suerf_org @ecb e @EIB organizzano la conferenza congiunta “The use of surveys for monetary and economic policy”
⏰ La deadline per la presentazione dei contributi è il 27 gennaio 2023
#CallForPapers e Info👇https://t.co/cxwXnOAQ23",bancaditalia,0,0,0,central_bank,0.020888233557343483,0.9052960276603699,0.07381582260131836
736,736,781801333313662976,2022-12-15 11:28:03+00:00,[1603351172995108864],1603351172995108864,it,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📌 Oggi #15dicembre 🕒 alle 15 
al Convegno organizzato da @polimi presentiamo la nuova #CallForProposals #MilanoHub
Partecipa Massimo #Doria Vice Capo Dipartimento Circolazione monetaria e pagamenti al dettaglio #Bankitalia

#OFINS22 @Osserv_Digital
#FinTech #Innovazione https://t.co/l4V1OxynGW",bancaditalia,0,4,4,central_bank,0.012653968296945095,0.8890859484672546,0.0982600748538971
737,737,781801333313662976,2022-12-15 10:48:38+00:00,[1603341253281734657],1603341253281734657,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","A ottobre i settori residenti hanno registrato emissioni nette di obbligazioni per €18,8mld. Amministrazioni pubbliche e banche hanno effettuato emissioni nette rispettivamente pari a €22,2mld e €0,7mld; i rimanenti settori rimborsi netti per €4,1mld
👉https://t.co/yaRigSIx2v https://t.co/x3gswZXiHW",bancaditalia,0,1,1,central_bank,0.141997292637825,0.7396629452705383,0.11833972483873367
738,738,781801333313662976,2022-12-15 10:47:23+00:00,[1603340939744919553],1603340939744919553,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#Esceoggi #15dicembre il fascicolo #Bankitalia “Mercato finanziario” con info su valori mobiliari italiani e portafoglio di gestioni patrimoniali e fondi comuni di investimento, dati di ottobre-novembre 2022
Lo trovi qui: https://t.co/yaRigSIx2v
#statistiche #mercatofinanziario https://t.co/kIL9xcqCzU",bancaditalia,0,1,0,central_bank,0.02164924331009388,0.9327237606048584,0.04562698304653168
739,739,781801333313662976,2022-12-15 10:01:00+00:00,[1603329268775272448],1603329268775272448,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Con riferimento alla ripartizione per sottosettori, la variazione del debito nel mese di ottobre riflette quello delle Amministrazioni centrali. Il debito delle Amministrazioni locali e quello degli Enti di previdenza sono rimasti pressoché invariati
#Finanzapubblica #Bankitalia",bancaditalia,0,1,1,central_bank,0.5024390816688538,0.4414573907852173,0.05610356107354164
740,740,781801333313662976,2022-12-15 10:01:00+00:00,[1603329266791448581],1603329266791448581,it,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","A ottobre 2022 il debito delle Amministrazioni pubbliche è aumentato di €27,7 mld rispetto al mese precedente, risultando pari a €2.770,8 mld. Leggi il fascicolo #Finanzapubblica: #fabbisogno e #debito che #esceoggi #15dicembre sul sito #Bankitalia 👇 
https://t.co/Edxm6Cz2pB",bancaditalia,0,1,1,central_bank,0.08333764970302582,0.8216361999511719,0.09502615034580231
741,741,781801333313662976,2022-12-15 09:58:56+00:00,[1603328747104608256],1603328747104608256,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#EsceOggi #15dicembre nella collana #Statistiche #Bankitalia il fascicolo #Finanza pubblica: #fabbisogno e #debito, con dati su Amministrazioni centrali, Amministrazioni locali ed Enti di previdenza, aggiornati a ottobre 2022. 
Leggilo qui: https://t.co/Edxm6Cz2pB https://t.co/MFxGH89EGW",bancaditalia,0,0,0,central_bank,0.033092252910137177,0.9242368936538696,0.042670853435993195
742,742,781801333313662976,2022-12-14 08:51:56+00:00,[1602949498086604800],1602949498086604800,it,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","C’è tempo fino al 21 dicembre per candidarti al bando di #concorso #Bankitalia per 60 #laureate e #laureati con orientamento economico e statistico👇
⏰Domanda entro le h 16.00 del 21 dicembre
📄 Trovi qui il bando e la domanda di partecipazione https://t.co/1DVxmmHb6b 
#concorsi https://t.co/2qbutOsJJK",bancaditalia,0,7,3,central_bank,0.0289026889950037,0.9197968244552612,0.05130045861005783
743,743,781801333313662976,2022-12-13 15:31:05+00:00,[1602687559322181634],1602687559322181634,it,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📌 #MilanoHub è il centro di #innovazione #Bankitalia che sostiene l’evoluzione #digitale del mercato finanziario italiano. 
📌 Dal 15 dicembre si aprono le candidature per la nuova #CallForProposals 
📌 Scopri come presentare la tua proposta 
👉 https://t.co/yapFL6kZji
#FinTech",bancaditalia,0,3,3,central_bank,0.01400914415717125,0.42948880791664124,0.5565020442008972
744,744,781801333313662976,2022-12-13 15:31:04+00:00,[1602687556025458689],1602687556025458689,it,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#MilanoHub incontra la comunità degli #innovatori italiani di @FintechDistrict e @italia_fintech per parlare di sviluppo delle tecnologie #DLT nell’ambito dell’industria dei pagamenti, finanziaria e assicurativa, tema della nuova #CallforProposals dell’hub #Bankitalia

#FinTech https://t.co/kNSzNiHjGG",bancaditalia,0,9,2,central_bank,0.015389833599328995,0.6967769861221313,0.28783315420150757
745,745,781801333313662976,2022-12-13 11:09:06+00:00,[1602621628382322691],1602621628382322691,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📌#MilanoHub è il centro di #innovazione #Bankitalia che sostiene l’evoluzione #digitale del mercato finanziario italiano. 
📌Dal 15 dicembre si aprono le candidature per la nuova #CallForProposals 
📌Scopri come presentare la tua proposta 👉 https://t.co/yapFL6kZji
#FinTech",bancaditalia,0,1,1,central_bank,0.015107140876352787,0.422679603099823,0.5622133016586304
746,746,781801333313662976,2022-12-13 11:09:05+00:00,[1602621625647734785],1602621625647734785,it,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Oggi #13dicembre alle 15.00
La VDG Alessandra Perrazzelli #Bankitalia partecipa all’incontro “Lo sviluppo delle tecnologie DLT nell’ambito dell’industria dei pagamenti, finanziaria e assicurativa” dove si parlerà della nuova #CallForProposals di #Milanohub
https://t.co/hvKK1C1oad https://t.co/vgaVuRsEq0",bancaditalia,0,2,2,central_bank,0.015220739878714085,0.8882236480712891,0.0965556725859642
747,747,781801333313662976,2022-12-13 11:05:11+00:00,[1602620645744984069],1602620645744984069,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",Nel 3° trimestre 2022 le spese degli stranieri in Italia e dei viaggiatori italiani all’estero sono state ampiamente superiori a quelle del corrispondente periodo del 2021 (rispettivamente del 51 e 79%). Per entrambe sono stati pienamente recuperati i valori pre-pandemici,bancaditalia,0,1,0,central_bank,0.0875871330499649,0.3791840076446533,0.533228874206543
748,748,781801333313662976,2022-12-13 11:05:11+00:00,[1602620643085795328],1602620643085795328,it,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","A settembre 2022 la bilancia dei pagamenti turistica dell’Italia ha registrato un avanzo di €2,3 mld, in linea sia con il saldo nello stesso mese del 2021 sia con quello del 2019 
#Esceoggi #Bankitalia #Turismo internazionale #Italia
https://t.co/2ErEdyjAOk https://t.co/L9TjWz0ESw",bancaditalia,0,5,1,central_bank,0.10268190503120422,0.7915431261062622,0.10577501356601715
749,749,781801333313662976,2022-12-13 09:55:27+00:00,[1602603093480333312],1602603093480333312,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Dal 15 dicembre la Banca d’Italia apre le candidature ai progetti #Fintech per la #CallForProposals 2022 di #MilanoHub #Bankitalia
Il tema di quest’anno riguarda le tecnologie #DLT 
Scopri come presentare la tua proposta!
Info qui 👉 https://t.co/yapFL6kZji https://t.co/8PZYPLKINt",bancaditalia,0,3,1,central_bank,0.012295414693653584,0.8727278113365173,0.11497674137353897
750,750,781801333313662976,2022-12-12 13:17:57+00:00,[1602291666232438784],1602291666232438784,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",RT @UfficioStampaBI: Oggi il VDG #Bankitalia Paolo Angelini interviene alla presentazione del volume “La gestione dei rischi finanziari e c…,bancaditalia,0,0,1,central_bank,0.020856689661741257,0.9104096293449402,0.06873370707035065
751,751,781801333313662976,2022-12-12 13:00:06+00:00,[1602287176695300098],1602287176695300098,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",RT @UfficioStampaBI: Oggi la VDG #Bankitalia Alessandra #Perrazzelli partecipa al seminario “Il lucro sostenibile. Obiettivi e ruolo delle…,bancaditalia,0,0,1,central_bank,0.022037208080291748,0.8553820848464966,0.12258072197437286
752,752,781801333313662976,2022-12-12 12:54:10+00:00,[1602285684726939650],1602285684726939650,it,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @UfficioStampaBI: #Bankitalia oggi alle 14.30
Massimo Doria, Capo Servizio Strumenti e Servizi di Pagamento al Dettaglio Bankitalia, par…",bancaditalia,0,0,2,central_bank,0.018948746845126152,0.9278863072395325,0.05316495895385742
753,753,781801333313662976,2022-12-12 10:03:14+00:00,[1602242666552561664],1602242666552561664,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📽️ Il Governatore #Bankitalia Ignazio #Visco e il ricordo di Gianni Toniolo
Ieri a #Rebus su @RaiTre con Corrado #Augias e @giorgiozanchini 👇 https://t.co/8P415LYuI1",bancaditalia,0,6,1,central_bank,0.06115003675222397,0.8772635459899902,0.061586372554302216
754,754,781801333313662976,2022-12-12 10:01:20+00:00,[1602242188586393601],1602242188586393601,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#11dicembre #Bankitalia
📽️ Il Governatore Ignazio #Visco è stato ospite a #Rebus @RaiTre
Con Corrado #Augias e @giorgiozanchini https://t.co/IB6aMe13jf",bancaditalia,0,7,0,central_bank,0.04099028557538986,0.8153800368309021,0.14362968504428864
755,755,781801333313662976,2022-12-12 09:55:39+00:00,[1602240759528300546],1602240759528300546,it,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 0}","#esceoggi #12dicembre L’#economia italiana in breve, con tavole e informazioni congiunturali su indicatori reali e creditizi, #statistiche su rapporti con l’estero e #finanzapubblica, previsioni su #inflazione e #crescita. Scoprila sul sito #Bankitalia: https://t.co/Uc1PyP4Sxs https://t.co/oFLHQPhSB1",bancaditalia,0,4,4,central_bank,0.02865430898964405,0.9042994379997253,0.06704626232385635
756,756,781801333313662976,2022-12-12 09:40:19+00:00,[1602236897992089600],1602236897992089600,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#Bankitalia A ottobre i tassi d’interesse sui nuovi prestiti bancari alle famiglie per l’acquisto di abitazioni si sono collocati al 3,2%; i tassi sui nuovi prestiti alle società non finanziarie sono stati pari al 2,5% 
Banche e moneta: serie nazionali
👉 https://t.co/Jh3szd5oGM https://t.co/0wlQV2DHe0",bancaditalia,0,2,0,central_bank,0.07723235338926315,0.8181136250495911,0.10465394705533981
757,757,781801333313662976,2022-12-12 09:39:49+00:00,[1602236772397846528],1602236772397846528,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#Bankitalia A ottobre i #prestiti bancari al settore privato e alle #famiglie sono cresciuti rispettivamente del 3,4% e del 4,0%, quelli alle società non finanziarie sono aumentati del 3,1%, il tutto su base annua. Leggi Banche e moneta: serie nazionali https://t.co/Jh3szd5oGM",bancaditalia,0,0,0,central_bank,0.09829188138246536,0.7950378656387329,0.10667024552822113
758,758,781801333313662976,2022-12-12 09:39:26+00:00,[1602236678533423105],1602236678533423105,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","#esceoggi #12dicembre il fascicolo #Bankitalia Banche e moneta: serie nazionali, con #statistiche sui bilanci delle #banche, sui tassi di interesse bancari e sulla #politicamonetaria. Consultalo qui per vedere i dati di ottobre 2022: https://t.co/Jh3szd5oGM https://t.co/taolmtUywM",bancaditalia,0,0,0,central_bank,0.045577485114336014,0.9183955788612366,0.036026909947395325
759,759,781801333313662976,2022-12-12 09:09:56+00:00,[1602229250697961472],1602229250697961472,it,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @RaiTre: «Tra Banca e Stato non può esserci dissidio.»
A #Rebus ospite il Governatore della Banca d'Italia Ignazio Visco. https://t.co/z…",bancaditalia,0,0,3,central_bank,0.14233748614788055,0.7750241756439209,0.08263843506574631
760,760,781801333313662976,2022-12-08 11:35:16+00:00,[1600816274241884161],1600816274241884161,it,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📌Vi aspettiamo anche oggi @piulibri22 allo stand L21
📚 Venite a sfogliare le guide #Bankitalia in parole semplici e le nostre pubblicazioni scientifiche e istituzionali per conoscere meglio cosa fa una banca centrale
#EducazioneFinanziaria #plpl22 #piulibri22 #PiùLibriPiùLiberi https://t.co/hGBK2xBslU",bancaditalia,0,4,1,central_bank,0.07311691343784332,0.6272971034049988,0.2995859682559967
761,761,781801333313662976,2022-12-08 09:37:21+00:00,[1600786601260777473],1600786601260777473,it,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Trovi qualche consiglio per proteggerti dal #MoneyMuling qui  👇  
#DontBeaMule #CyberCrime 
@EC3Europol
@EBFeu
@poliziadistato
@IVASS
@ABI_Lab https://t.co/GTBQbpHWH4",bancaditalia,0,3,2,central_bank,0.3029952347278595,0.5874220132827759,0.1095828115940094
762,762,781801333313662976,2022-12-08 09:37:20+00:00,[1600786595074179072],1600786595074179072,it,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 6, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Il #CERTFin, iniziativa di contrasto al #rischiocibernetico co-presieduta da #Bankitalia e @ABI_Lab, aderisce anche quest’anno alla campagna di sensibilizzazione contro il #MoneyMuling promossa da @EC3Europol e @EBFeu 
👉 https://t.co/fKE7uC94rC
#DontBeaMule @Europol @ivassocial https://t.co/KVZuSyPxez",bancaditalia,0,6,3,central_bank,0.08409935981035233,0.7648767232894897,0.1510239839553833
763,763,781801333313662976,2022-12-07 11:30:22+00:00,[1600452654835978240],1600452654835978240,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Cosa serve per progettare una #banconota? Elementi che permettano di riconoscerla come autentica (il valore, il simbolo, la filigrana, il filo di sicurezza…) e un po’ di immaginazione! 
Scopri di più sul Premio per la #scuola #InventiamoUnaBanconota
https://t.co/v6OJIRvLW4",bancaditalia,0,0,0,central_bank,0.09822771698236465,0.5768181681632996,0.3249540627002716
764,764,781801333313662976,2022-12-07 11:30:21+00:00,[1600452651920945152],1600452651920945152,it,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","🏆🎒 #Premio per la #scuola #InventiamoUnaBanconota 
Sono previsti anche premi per le scuole finaliste, per il miglior bozzetto presentato dalle scuole italiane all’estero e per quello più votato sui canali #social #Bankitalia!
Seguici anche su LinkedIn 👇 https://t.co/dV6eXDuEDo",bancaditalia,0,0,0,central_bank,0.029446009546518326,0.38998448848724365,0.5805695056915283
765,765,781801333313662976,2022-12-07 11:30:21+00:00,[1600452648922071040],1600452648922071040,it,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","🏆🎒 #Premio per la #scuola #InventiamoUnaBanconota 
Le 3 classi vincitrici riceveranno un contributo di €10.000 per il supporto e lo sviluppo delle attività didattiche della propria scuola.
Più info su come partecipare
👉https://t.co/EiRoGkIujW
#istruzione #scuole #Bankitalia",bancaditalia,0,0,0,central_bank,0.02991880662739277,0.45722177624702454,0.5128594636917114
766,766,781801333313662976,2022-12-07 11:30:20+00:00,[1600452645130485760],1600452645130485760,it,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📌 Aperte le iscrizioni al 🏆 Premio per la #scuola #InventiamoUnaBanconota
🎒 Tema della 10ª edizione:
Il grande caldo, il grande freddo: le risorse della Terra non sono infinite
Scopri come partecipare (entro il 3/2/2023)
👉 https://t.co/kQJ3TKWu99
#Bankitalia @MIsocialTW https://t.co/tgXx5hoQqE",bancaditalia,0,2,0,central_bank,0.08094710111618042,0.49796435236930847,0.4210885763168335
767,767,781801333313662976,2022-12-07 10:22:41+00:00,[1600435621058826242],1600435621058826242,it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","📌 Oggi #7dicembre 🕝h 14.30
📚 appuntamento a @piulibri22 a #laNuvola #Roma in Sala Vega
❓ per parlare di come orientarci tra tante e diverse fonti informative
Vieni a trovarci anche allo stand L21
👉 https://t.co/sNqVKHARwb
#Bankitalia #plpl22 #piulibri22 #PiùLibriPiùLiberi https://t.co/JKK7KGDiAG",bancaditalia,0,0,0,central_bank,0.09414645284414291,0.8106327652931213,0.09522083401679993
768,768,781801333313662976,2022-12-07 08:54:38+00:00,[1600413463334989824],1600413463334989824,it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @unisiena: 📌7/12. Tra poco il seminario ""Gli effetti del #cambiamentoclimatico sull’economia italiana""!
⌚️H. 10, Complesso didattico San…",bancaditalia,0,0,1,central_bank,0.02079886756837368,0.8585696816444397,0.12063145637512207
